"ORIG_RT","ORIG_AMT","ORIG_TRM","OLTV","OCLTV","NUM_BO","DTI","CSCORE_B","NUM_UNIT","LAST_RT","Loan.Age","Adj.Month.To.Mat","CSCORE_MN","loan_month","first_month","cluster"
4,11.9183905730784,12,75,75,2,38,813,1,4,-0.0333333333333333,360,738,366,2,2
3.625,11.3850920934603,6,80,80,2,36,742,1,3.625,0.333333333333333,170,671,184,2,1
5.625,12.2356314477717,6,54,63,2,59,728,1,5.625,0.0333333333333333,179,692,184,2,1
5.625,12.7367008965923,12,80,80,1,33,672,1,5.625,0.2,354,672,366,2,4
7,11.6952470217642,6,51,51,1,59,658,1,7,0.2,170,658,183,1,5
5.125,11.6439537273766,12,80,80,2,36,747,1,5.125,0.166666666666667,355,732,366,2,3
3,12.2060726455302,6,40,40,2,20,798,1,3,0.266666666666667,171,798,184,2,5
6.25,11.5327280922664,8,80,80,1,29,704,1,6.25,0.266666666666667,232,704,245,2,4
3.625,10.8589989975636,12,95,95,1,24,792,1,3.625,0.0666666666666667,357,792,366,2,4
5,12.7218858108072,12,75,75,2,39,806,1,5,0.333333333333333,349,806,366,2,2
6,11.6613454700885,12,80,80,1,44,712,1,6,0,359,712,366,2,4
4.125,12.802158113247,12,61,61,2,27,812,1,4.125,0.3,348,798,366,2,2
6.5,12.3883942023241,12,64,64,2,42,636,1,6.5,0.366666666666667,347,615,366,2,3
3.875,12.8212582846204,12,90,90,2,37,742,1,3.875,0.366666666666667,0,742,366,2,2
6,12.8346813049525,6,80,80,2,58,700,1,6,0.0666666666666667,177,700,184,2,1
4.25,13.0919041699196,12,79,79,2,21,796,1,4.25,0.133333333333333,356,796,366,2,2
4.875,11.8130300574206,6,77,77,1,13,675,1,4.875,0.333333333333333,170,675,184,2,1
5.5,13.0856993930327,12,76,76,1,64,797,2,5.5,0,360,797,366,2,4
4.125,11.4510500612521,12,72,72,1,30,766,1,4.125,0.133333333333333,354,766,366,2,4
5,12.1441972418121,12,80,80,2,18,756,1,5,0.366666666666667,348,756,366,2,2
7.375,10.8197782844103,12,70,70,2,23,648,1,7.375,0.133333333333333,356,648,366,2,3
5.625,12.4008167223227,6,67,67,2,35,656,1,5.625,0.1,177,656,184,2,1
3.99,12.6280670555895,12,64,64,1,40,716,1,3.99,0.2,354,716,366,2,4
7.5,11.7597855429018,12,65,65,2,16,712,1,7.5,0.4,295,712,366,2,3
7.25,11.5521461781235,12,68,68,2,38,718,1,7.25,0.333333333333333,349,718,366,2,3
8.25,11.4075649493124,12,79,79,1,34,539,1,8.25,0.2,354,539,366,2,4
5.625,12.5602444592508,12,95,95,2,35,707,1,5.625,0.1,356,707,366,2,2
5.75,11.5898865061064,6,59,59,2,37,767,1,5.75,0.1,177,767,184,2,1
5.875,11.6952470217642,12,78,78,1,27,678,1,5.875,0.333333333333333,349,678,365,1,4
6.5,12.6115377536383,12,52,52,1,52,759,1,6.5,0.133333333333333,355,759,366,2,4
3.5,11.4824662574855,6,79,79,2,32,641,1,3.5,0.1,177,641,184,2,1
5.5,12.9408415007809,12,53,55,2,25,798,1,5.5,0.1,357,798,366,2,2
5.75,12.0015054797889,12,24,24,1,62,698,1,5.75,0.333333333333333,350,698,366,2,5
4.75,13.1203613747337,12,80,80,2,40,775,1,4.75,0.333333333333333,350,775,366,2,2
4.5,12.1547793511426,12,72,72,2,16,793,1,4.5,0.133333333333333,356,793,366,2,2
4.5,11.5129254649702,6,31,31,2,17,790,1,4.5,0.266666666666667,172,790,184,2,5
6.375,11.8493977015914,12,46,46,2,38,667,1,6.375,0.1,357,667,366,2,5
5,12.9408415007809,12,42,62,2,39,705,1,5,0.166666666666667,355,705,366,2,2
6.5,11.6439537273766,12,80,90,2,48,670,1,6.5,0.133333333333333,355,670,366,2,3
5.875,12.4760997827432,12,70,70,1,53,681,1,5.875,0.333333333333333,349,681,366,2,4
6.625,11.0821425488778,12,72,72,2,23,775,1,6.625,0.366666666666667,349,772,366,2,3
6.25,11.7981044072039,12,95,95,1,58,726,1,6.25,0.166666666666667,355,726,366,2,4
5.875,12.0376539939052,12,80,80,1,30,766,1,5.875,0.333333333333333,349,766,366,2,4
7.125,11.5898865061064,6,68,68,2,37,646,1,7.125,0.166666666666667,175,646,184,2,1
8.375,12.1909590077201,12,95,95,2,37,662,1,8.375,0.266666666666667,352,662,366,2,3
7,11.9316357998284,12,80,80,2,33,682,1,7,0,360,682,366,2,3
4.25,12.7396377562657,12,80,80,1,50,773,1,4.25,0.366666666666667,349,773,366,2,4
4.35,12.1960223096767,12,70,80,2,36,796,1,4.35,0.3,351,773,366,2,2
3.5,11.0020998412042,6,47,47,1,24,820,1,3.5,0.3,160,820,184,2,5
5.5,12.0552497557956,12,80,80,2,41,745,1,5.5,0.4,348,745,366,2,3
6.75,11.6351430976945,12,97,97,1,34,747,1,6.75,0.133333333333333,355,747,366,2,4
4.125,12.6475481911614,12,95,95,1,32,792,1,4.125,0.466666666666667,346,792,366,2,4
3.75,10.77895628989,4.4,80,80,1,17,795,1,3.75,0.333333333333333,122,795,135,2,1
3.875,12.9408415007809,12,58,63,2,50,741,1,3.875,0.166666666666667,355,741,367,3,2
3.5,11.9891596439666,12,70,70,2,40,813,1,3.5,0.1,356,798,366,2,2
4.25,11.5129254649702,6,60,60,2,19,756,1,4.25,0.333333333333333,162,756,184,2,1
7.75,12.1007121298723,12,80,80,2,32,741,1,7.75,0.166666666666667,355,741,366,2,3
5.875,12.3238556811866,12,46,67,2,25,805,1,5.875,0.1,357,788,366,2,2
7.125,11.4616321705827,6,34,34,2,33,745,1,7.125,0.0333333333333333,179,743,184,2,5
4.5,11.8493977015914,12,20,20,2,19,827,1,4.5,0,359,804,366,2,5
5.375,11.9703503120091,4,79,79,2,49,763,1,5.375,0.266666666666667,111,750,123,2,1
3.375,11.9316357998284,12,95,95,1,30,739,1,3.375,0.0333333333333333,358,739,366,2,4
4.99,12.3327052964635,12,90,90,1,21,725,1,4.99,0.233333333333333,353,725,366,2,4
7,12.1756134380455,12,80,80,2,36,722,1,7,0.1,354,694,366,2,3
6.999,12.7158977689626,12,87,87,2,23,794,1,6.999,0.1,356,775,366,2,3
6.25,11.5228757958234,12,72,72,1,42,666,1,6.25,0.3,345,666,366,2,4
6.125,11.6699292137799,12,38,38,2,37,651,1,6.125,0.233333333333333,353,651,366,2,5
6.75,12.4252081754468,12,57,57,1,31,801,1,6.75,0.166666666666667,354,801,366,2,4
3.625,11.5521461781235,12,80,80,2,33,776,1,3.625,0.2,353,735,366,2,2
6.7,11.5898865061064,12,95,95,1,28,769,1,6.7,0.166666666666667,355,769,366,2,4
3.5,12.5425448821514,12,50,50,2,21,776,1,3.5,0.1,349,776,366,2,2
6.5,12.3013828253345,12,77,77,2,53,807,1,6.5,0.1,356,807,366,2,3
6.625,11.8844890214027,12,64,64,2,45,734,1,6.625,0.333333333333333,348,729,366,2,3
6,12.3282902782544,12,95,95,2,33,644,1,6,0.2,353,627,366,2,3
5.75,11.580584113444,8,72,72,1,33,759,1,5.75,0.2,228,759,245,2,4
6.75,12.6115377536383,12,59,59,2,24,788,1,6.75,0.1,357,788,366,2,2
7.875,11.7199396343546,12,75,75,2,29,683,1,7.875,0.366666666666667,348,631,366,2,3
7.625,11.6351430976945,12,80,80,2,30,697,1,7.625,0.366666666666667,219,697,366,2,3
6.375,13.3455069287185,12,78,78,2,19,765,1,6.375,0.1,356,702,366,2,2
6,12.6443275764613,12,79,79,2,49,658,1,6,0.166666666666667,355,535,367,3,2
4.625,11.5129254649702,6,21,21,2,35,800,1,4.625,0.2,173,800,184,2,5
4.375,12.0610468734799,12,95,95,2,31,708,1,4.375,0.133333333333333,356,708,366,2,2
3.875,12.6115377536383,4,59,59,2,31,795,1,3.875,0.0666666666666667,118,795,123,2,1
6.75,10.5453414387085,12,80,80,1,43,785,1,6.75,0.0333333333333333,359,785,366,2,4
5.25,11.47210347045,6,34,34,2,24,760,1,5.25,0.266666666666667,172,760,184,2,5
5.75,12.4874851049684,12,47,47,2,38,674,1,5.75,0.433333333333333,347,674,366,2,5
5,11.1562505210315,6,74,74,1,45,660,1,5,0.166666666666667,175,660,184,2,1
3.5,12.1172414318236,6,79,79,2,27,729,1,3.5,0.4,168,729,184,2,1
3,11.6699292137799,6,44,50,2,19,764,1,3,0.266666666666667,171,764,184,2,1
6.25,10.2750511089686,12,33,33,2,27,720,1,6.25,0.2,353,720,366,2,5
4.375,12.8992198260901,12,63,63,1,27,793,1,4.375,0.0333333333333333,358,793,366,2,2
6.875,11.3850920934603,6,78,78,1,50,758,1,6.875,0.3,171,758,184,2,4
5.625,11.6952470217642,12,80,95,1,38,762,2,5.625,0.233333333333333,353,762,366,2,4
7.375,12.4684369099977,12,54,54,2,39,720,1,7.375,0.166666666666667,354,720,366,2,3
3.375,12.3238556811866,12,15,18,1,24,802,1,3.375,0.333333333333333,348,802,366,2,5
8.375,10.5453414387085,12,95,95,2,35,763,1,8.375,0.233333333333333,353,763,366,2,3
5.125,11.4510500612521,12,80,80,2,15,792,1,5.125,0.233333333333333,353,706,366,2,3
4.875,12.6443275764613,12,68,68,1,44,786,1,4.875,0.3,0,786,366,2,4
5.77,12.2356314477717,12,49,49,2,46,784,1,5.77,0.366666666666667,349,784,366,2,5
6,12.0610468734799,8,69,69,2,41,770,1,6,0.1,237,770,245,2,1
4.875,12.2258752728264,12,80,80,2,56,788,1,4.875,0.366666666666667,348,788,366,2,2
8,11.0348896640272,12,90,90,2,39,771,1,8,0.233333333333333,353,677,366,2,3
5.625,11.1844213979982,12,60,60,1,62,730,1,5.625,0.366666666666667,349,730,366,2,4
4.25,12.6443275764613,12,80,80,2,42,819,1,4.25,0.133333333333333,356,782,366,2,2
6.125,11.8204101647182,12,94,94,1,55,694,1,6.125,0,360,694,366,2,4
3.875,13.0346244630963,12,76,76,2,24,725,1,3.875,0.266666666666667,352,725,366,2,2
4.625,12.106252310248,12,80,80,2,26,798,1,4.625,0.1,357,798,366,2,2
5.875,12.4332082181139,12,69,69,2,50,648,1,5.875,0.133333333333333,355,627,366,2,2
4.25,12.5208833853702,12,95,95,1,39,773,1,4.25,0.2,354,773,366,2,4
4.125,11.4075649493124,6,54,54,1,22,789,1,4.125,-0.0333333333333333,180,789,184,2,1
5.75,11.7829526021833,12,53,53,2,25,787,1,5.75,0.2,353,787,366,2,5
4.625,12.9116423460887,12,65,65,2,43,760,1,4.625,0.0333333333333333,0,760,366,2,2
5.375,11.8775685785581,10.7333333333333,33,33,2,45,804,1,5.375,0.3,313,804,329,3,5
6.375,12.0782392740203,12,80,80,2,36,746,2,6.375,0.266666666666667,352,746,366,2,3
4.875,11.9891596439666,12,80,80,2,34,691,1,4.875,0.466666666666667,346,691,366,2,2
6.375,11.5028751291167,6,50,50,1,37,757,1,6.375,0.266666666666667,171,757,184,2,5
5.875,11.7440371859336,12,60,60,2,28,671,1,5.875,0.333333333333333,350,671,366,2,3
4.625,11.2384886192685,12,64,64,1,41,808,1,4.625,0.0666666666666667,358,808,367,3,4
5.5,11.9381932003746,6,90,90,2,38,737,1,5.5,0.1,175,700,184,2,1
4.875,11.1562505210315,12,80,80,2,30,780,1,4.875,0.266666666666667,351,780,366,2,3
6.375,12.7656884334656,12,70,70,3,54,750,1,6.375,0,359,750,366,2,2
5,12.1652506510099,12,90,90,1,33,728,1,5,0.2,353,728,367,3,4
5.875,12.614865543731,12,86,86,2,39,730,1,5.875,0.233333333333333,353,706,366,2,2
3.875,12.5913350463208,8,70,70,1,31,654,1,3.875,0.2,233,654,245,2,1
8.375,10.7363966754712,4,52,52,2,34,615,1,8.375,0.1,117,546,123,2,5
6.5,11.2384886192685,6,56,56,1,36,630,1,6.5,0.166666666666667,174,630,184,2,5
5.75,12.6854076022048,12,64,64,2,19,782,1,5.75,0.2,348,777,366,2,2
6.5,11.4075649493124,12,80,80,1,47,705,1,6.5,0,360,705,366,2,4
7.875,10.9331069697173,12,80,80,2,31,698,1,7.875,0.366666666666667,348,698,366,2,3
5.875,12.8661799720119,6,79,79,1,44,797,1,5.875,0.0666666666666667,0,797,184,2,1
3.75,11.8493977015914,12,72,72,1,34,796,1,3.75,0.333333333333333,350,796,366,2,4
7.625,11.7752897294377,12,95,95,1,39,686,1,7.625,0.133333333333333,356,686,365,1,4
3.5,11.4510500612521,6,80,80,1,20,702,1,3.5,0.3,167,702,184,2,1
3.3,12.4607148639038,6,80,80,2,34,697,1,3.3,0.3,171,694,184,2,1
3.75,12.1007121298723,6,72,72,1,46,706,1,3.75,0.1,177,706,184,2,1
6.875,12.3371009079366,12,95,95,2,56,638,1,6.875,0.4,348,616,366,2,3
4.875,12.0668105781967,12,75,75,1,37,817,1,4.875,0.166666666666667,354,817,366,2,4
4.875,12.8346813049525,12,53,53,2,6,778,1,4.875,0.133333333333333,274,778,366,2,2
6.375,11.7829526021833,12,77,77,2,26,728,1,6.375,0.0333333333333333,358,728,366,2,3
7.875,11.3850920934603,12,80,80,2,25,712,1,7.875,0.0333333333333333,343,712,366,2,3
4,11.8775685785581,12,80,80,1,47,809,1,4,0.3,350,809,366,2,4
6.875,12.0895388292742,12,97,97,2,42,627,1,6.875,0.0666666666666667,358,627,366,2,3
6,12.6854076022048,12,59,59,2,53,761,1,6,0.4,348,761,366,2,2
4.25,12.0435537160324,6,80,80,2,19,800,1,4.25,0.1,176,800,184,2,1
4.625,12.4529327234617,12,80,80,1,40,788,1,4.625,0.0333333333333333,358,788,366,2,4
4.625,12.2356314477717,8,66,66,2,31,808,1,4.625,0.233333333333333,232,772,244,2,1
5.875,11.8844890214027,12,65,65,1,21,660,1,5.875,0.233333333333333,353,660,366,2,4
4,13.0433201700639,12,60,60,2,44,728,1,4,0.0333333333333333,358,709,366,2,2
4.125,12.7278382093345,8,71,71,2,35,761,1,4.125,0.0333333333333333,238,687,245,2,2
7.125,11.870599909242,12,75,75,1,16,646,1,7.125,0.0666666666666667,358,646,366,2,4
5.375,12.9408415007809,12,56,56,2,24,772,1,5.375,0.233333333333333,353,772,366,2,2
5.25,11.2252433925184,6,60,60,2,31,741,1,5.25,0.0666666666666667,178,741,184,2,1
6.625,11.5521461781235,12,87,87,1,47,627,1,6.625,0.1,357,627,366,2,4
7,11.8277362048103,12,90,90,2,36,753,1,7,0.233333333333333,351,753,366,2,3
7,11.4616321705827,12,61,61,2,23,796,1,7,0.1,356,763,366,2,3
5,12.9408415007809,12,68,85,2,30,777,1,5,0.166666666666667,0,769,366,2,2
6.25,11.0666383623418,8,74,74,1,49,637,1,6.25,0.333333333333333,230,637,245,2,4
7.25,11.6868787720937,12,80,80,1,38,792,1,7.25,0.133333333333333,356,792,365,1,4
6.625,11.6351430976945,12,90,90,1,42,719,1,6.625,0.0333333333333333,358,719,366,2,4
6,12.6539584695223,12,80,90,2,42,775,1,6,0.333333333333333,350,775,366,2,2
7.625,12.1226910365911,12,74,74,2,36,631,1,7.625,0,359,631,366,2,3
8,12.1226910365911,12,80,80,2,17,782,1,8,0.133333333333333,355,782,366,2,3
4.5,12.9336212528075,12,90,90,2,40,813,1,4.5,0.0666666666666667,358,783,366,2,2
4.125,12.757080058929,12,95,95,2,42,763,1,4.125,0.133333333333333,355,760,367,3,2
6.375,12.3544926506484,12,80,80,1,52,771,1,6.375,0.0333333333333333,359,771,366,2,4
6.25,11.982929094216,12,52,52,1,37,661,1,6.25,0.2,354,661,366,2,5
4.25,11.9316357998284,12,90,90,2,41,727,1,4.25,0,358,727,366,2,2
3,12.2060726455302,6,27,27,2,30,802,1,3,0.266666666666667,169,802,184,2,5
7.875,12.0435537160324,12,53,53,2,19,768,1,7.875,0.2,287,768,366,2,5
4.125,12.0197430673387,12,76,76,1,40,738,1,4.125,-0.0333333333333333,360,738,367,3,4
5.875,11.5617156291397,12,95,95,1,55,743,1,5.875,0.0666666666666667,358,743,366,2,4
5.25,11.9049675527463,12,90,90,2,26,795,1,5.25,0.366666666666667,349,788,366,2,3
6.125,11.9183905730784,12,21,21,2,26,812,1,6.125,0.1,357,724,366,2,5
7.625,11.4927227576527,12,80,80,2,38,770,1,7.625,0.366666666666667,340,770,366,2,3
2.75,12.7798730684576,6,95,95,1,44,765,1,2.75,0.266666666666667,172,765,184,2,1
5.75,12.5061772379805,6,62,62,2,25,791,1,5.75,0.1,176,791,184,2,1
5.625,11.0974100210086,12,76,76,1,37,769,1,5.625,0.233333333333333,0,769,366,2,4
5.375,11.6262541502772,12,80,80,1,59,719,1,5.375,0.266666666666667,351,719,366,2,4
4.75,12.2876526325226,6,75,75,1,43,808,1,4.75,0.2,174,808,184,2,1
4.49,11.6262541502772,12,63,63,2,35,720,1,4.49,0.1,357,720,366,2,2
3.875,12.2060726455302,12,50,50,2,34,783,1,3.875,0.3,351,773,366,2,5
4.5,11.7905572015685,12,80,80,2,24,694,1,4.5,0.0333333333333333,359,694,366,2,2
6.875,12.5245263766487,12,80,95,2,22,774,1,6.875,0.0666666666666667,358,726,366,2,3
4.5,12.0895388292742,6,51,51,2,17,769,1,4.5,0.233333333333333,171,749,184,2,1
3.875,11.870599909242,4,56,56,2,16,811,1,3.875,0.366666666666667,107,811,123,2,1
3.75,12.0317192583854,6,90,90,2,39,734,1,3.75,0.366666666666667,169,734,184,2,1
4.5,12.5879278879992,6,75,75,2,23,757,1,4.5,0.0666666666666667,176,747,184,2,1
8.25,11.5129254649702,12,86,86,2,44,646,1,8.25,0.133333333333333,355,646,366,2,3
2.99,11.5129254649702,6,65,65,2,36,704,1,2.99,0.366666666666667,166,677,184,2,1
4,11.0020998412042,6,20,20,2,42,677,1,4,0.2,173,677,184,2,5
3.625,12.5845090812504,6,67,67,1,17,796,1,3.625,0.4,153,796,184,2,1
3.625,12.8713346226006,12,75,75,1,34,763,1,3.625,0.333333333333333,349,763,366,2,2
4.25,11.4075649493124,6,60,60,2,23,678,1,4.25,0.1,177,678,184,2,1
3.75,11.9183905730784,12,72,72,1,44,751,1,3.75,0.266666666666667,352,751,366,2,4
8.625,12.0782392740203,12,80,80,1,32,732,1,8.625,0.166666666666667,355,732,366,2,4
6,12.6346030265693,12,80,80,1,36,740,1,6,0.4,348,740,366,2,4
5.625,12.1960223096767,12,39,39,2,42,782,1,5.625,0.266666666666667,352,782,366,2,5
6,11.8130300574206,12,43,43,1,29,661,1,6,0.166666666666667,355,661,366,2,5
6.875,12.083905011556,12,95,95,1,37,676,1,6.875,0.266666666666667,353,676,366,2,4
2.875,11.5327280922664,6,62,62,2,25,780,1,2.875,0.2,173,780,184,2,1
6.125,11.7360690162844,12,73,73,2,26,787,1,6.125,0,360,714,366,2,3
5.625,11.289781913656,12,78,78,2,14,777,1,5.625,0.266666666666667,352,759,366,2,3
4.5,12.0494188354848,12,75,75,2,38,767,1,4.5,0.166666666666667,355,767,366,2,2
3.75,11.5617156291397,4,73,73,1,15,795,1,3.75,0.166666666666667,115,795,123,2,1
5.125,12.8076526325646,12,85,85,2,27,760,3,5.125,0.1,357,760,366,2,2
4.875,12.8076526325646,12,64,64,2,31,771,1,4.875,0.266666666666667,352,771,366,2,2
4.875,12.9408415007809,12,74,74,2,39,751,1,4.875,0.0666666666666667,357,751,366,2,2
6.875,10.9852927228879,12,80,80,2,10,662,1,6.875,0.933333333333333,327,662,366,2,3
7.25,11.1844213979982,12,80,80,2,5,704,1,7.25,0.133333333333333,356,704,366,2,3
4.25,12.9408415007809,12,53,53,2,44,805,1,4.25,-0.0333333333333333,360,791,367,3,2
5,12.0782392740203,12,61,61,1,43,723,1,5,0.166666666666667,355,723,366,2,4
3.5,12.8739020181058,12,80,80,2,13,785,1,3.5,0.266666666666667,349,770,366,2,2
3.75,11.9703503120091,5.2,80,80,1,28,782,1,3.75,0.333333333333333,143,782,159,2,1
3.375,11.9183905730784,8,66,66,1,32,798,1,3.375,0.0333333333333333,238,798,245,2,1
5.25,12.1909590077201,10,77,77,2,37,776,1,5.25,0.0333333333333333,299,776,305,2,2
3.75,12.4607148639038,8,89,89,2,36,787,1,3.75,0.0333333333333333,239,781,245,2,2
6.125,11.8130300574206,12,55,55,2,51,758,1,6.125,0.1,357,705,366,2,3
4.875,12.9408415007809,12,72,72,1,62,792,1,4.875,0.0666666666666667,358,792,367,3,4
8.5,10.6454248972655,12,80,80,1,32,724,1,8.5,0.2,354,724,366,2,4
7.75,11.1844213979982,12,50,50,1,33,684,1,7.75,0,359,684,366,2,5
6.375,12.6760762747759,12,59,59,2,35,720,1,6.375,0.166666666666667,354,700,366,2,2
4.125,12.7038130297475,8,78,95,2,41,811,1,4.125,0.3,231,795,244,2,2
5.875,11.289781913656,8,67,67,2,27,771,1,5.875,0.166666666666667,234,771,244,2,1
5.75,12.3149270504423,12,86,86,2,27,632,1,5.75,0.0333333333333333,359,632,366,2,2
5.25,12.3238556811866,12,95,95,1,41,786,1,5.25,0.333333333333333,349,786,366,2,4
3.625,11.7199396343546,12,70,70,1,49,823,1,3.625,0.0666666666666667,357,823,366,2,4
3.75,12.5981147333062,12,74,74,2,24,795,1,3.75,0.1,356,795,366,2,2
6.5,11.6526874073454,12,70,70,1,22,581,1,6.5,0.333333333333333,350,581,366,2,4
6,12.594730635322,12,75,75,2,49,597,1,6,0.366666666666667,349,597,366,2,2
4.75,12.7541940540399,12,80,80,1,45,809,1,4.75,-0.0333333333333333,360,809,366,2,4
4,11.982929094216,9,56,56,2,40,731,1,4,0.266666666666667,261,731,275,2,1
4.625,11.8775685785581,12,80,80,2,23,790,1,4.625,0.1,355,790,366,2,2
4.5,11.3621025752356,6,47,47,2,28,801,1,4.5,0.3,171,801,184,2,5
5.875,11.289781913656,12,12,12,2,24,766,1,5.875,0.233333333333333,353,766,366,2,5
6.5,11.5129254649702,12,95,95,1,28,662,1,6.5,0.1,356,662,366,2,4
6,12.0725412529057,12,80,80,2,44,687,1,6,0.366666666666667,349,600,366,2,3
5.5,13.3908626304393,12,52,52,2,36,771,1,5.5,0.3,351,771,366,2,2
5.375,12.1117619660589,6,76,76,2,45,751,1,5.375,0.2,174,751,184,2,1
2.99,13.1825173002241,6,48,48,2,40,827,1,2.99,0.3,171,806,184,2,1
4.5,13.1730564917198,12,61,61,1,45,800,1,4.5,-0.0333333333333333,360,800,366,2,2
6.5,12.5776362019627,12,80,95,2,43,753,1,6.5,0.4,347,750,366,2,3
6.25,12.2060726455302,12,45,46,2,45,711,1,6.25,0.2,354,711,365,1,5
3.875,12.1007121298723,12,95,95,2,41,772,1,3.875,0.0333333333333333,359,772,366,2,2
3.25,12.3458345879053,6,70,70,1,24,746,1,3.25,0,180,746,184,2,1
6.375,12.6378550619557,12,80,80,2,41,710,1,6.375,0.0666666666666667,358,710,366,2,2
6.5,10.8967393255464,12,95,95,1,32,802,1,6.5,0.0333333333333333,358,802,366,2,4
4.5,13.0919041699196,12,79,88,2,32,757,1,4.5,0.1,355,755,366,2,2
3.625,12.0317192583854,6,80,80,2,33,774,1,3.625,0.166666666666667,175,710,184,2,1
4.75,11.4824662574855,6,73,73,1,31,764,1,4.75,0.3,163,764,184,2,1
5.625,12.8992198260901,12,80,80,2,51,776,1,5.625,0.166666666666667,355,776,366,2,2
3.875,12.2060726455302,6,56,62,2,36,756,1,3.875,0,180,756,184,2,1
6.875,11.3504065354725,12,95,95,1,18,748,1,6.875,0.233333333333333,348,748,366,2,4
6.25,12.0552497557956,12,70,70,2,45,794,1,6.25,0.266666666666667,352,786,366,2,3
4,11.7752897294377,12,53,53,2,40,777,1,4,0.233333333333333,352,777,366,2,5
6.125,11.5129254649702,8,69,69,2,36,689,1,6.125,0.233333333333333,233,674,244,2,1
6.375,11.8130300574206,12,69,69,2,24,692,1,6.375,0,360,692,366,2,3
4.875,12.5281561446993,4,54,54,1,59,742,1,4.875,0.233333333333333,112,742,123,2,1
7,11.6868787720937,12,90,90,2,31,727,1,7,0.2,353,727,366,2,3
6.125,12.4799093111599,12,80,80,2,21,665,1,6.125,0.366666666666667,350,665,366,2,2
4.5,12.0668105781967,12,80,80,2,23,797,1,4.5,0.333333333333333,350,797,366,2,2
5.75,12.4529327234617,12,80,80,2,36,744,1,5.75,0.166666666666667,355,737,366,2,2
5.5,12.7188962719588,12,62,62,2,38,754,1,5.5,0.3,351,740,366,2,2
3.125,11.7597855429018,6,56,56,2,13,802,1,3.125,0,180,787,184,2,1
5,12.1172414318236,12,88,88,1,30,809,1,5,0.166666666666667,350,809,366,2,4
2.875,11.9049675527463,4,62,62,2,45,784,1,2.875,0,120,784,123,2,1
4.375,12.3371009079366,12,80,80,2,44,706,1,4.375,0.2,353,706,366,2,2
6.25,11.1418617835794,12,92,92,2,27,717,1,6.25,0.233333333333333,353,717,366,2,3
5.625,12.2643415536542,12,90,90,2,25,731,1,5.625,0.266666666666667,352,667,366,2,2
5.5,12.2060726455302,12,45,45,1,45,688,1,5.5,0.133333333333333,356,688,366,2,5
3.875,11.9316357998284,6,56,56,2,41,784,1,3.875,0.233333333333333,172,758,184,2,1
7.25,11.5327280922664,12,42,42,1,34,655,1,7.25,0.166666666666667,355,655,366,2,5
7.25,10.2750511089686,12,80,80,1,35,722,1,7.25,0.233333333333333,352,722,366,2,4
3.625,12.2060726455302,12,67,67,1,39,677,1,3.625,0,359,677,366,2,4
7.375,11.4616321705827,12,85,85,1,59,693,1,7.375,0.133333333333333,356,693,366,2,4
6.34,12.6115377536383,12,68,68,2,64,728,1,6.34,0.1,357,727,366,2,3
8,11.7199396343546,12,95,95,2,36,757,1,8,0.1,356,623,366,2,3
4.125,12.6571482648904,12,78,78,1,41,713,1,4.125,0.333333333333333,350,713,366,2,4
5.25,12.0610468734799,12,75,75,1,39,781,1,5.25,0.266666666666667,350,781,366,2,4
6.125,11.870599909242,6,80,80,2,45,780,1,6.125,0.4,167,780,184,2,1
3.125,11.7752897294377,6,96,96,1,35,749,1,3.125,0.366666666666667,166,749,184,2,1
3.25,12.0435537160324,6,53,53,1,28,801,1,3.25,0.0666666666666667,178,801,184,2,1
4.75,12.0782392740203,6,54,54,2,17,749,1,4.75,0.266666666666667,172,749,183,1,1
4.25,12.8609986132699,12,91,94,2,44,728,1,4.25,0.0333333333333333,359,699,366,2,2
4.875,12.3758154201173,12,73,75,2,34,774,1,4.875,0.366666666666667,349,774,366,2,2
5.25,11.1124478983731,6,48,48,2,55,786,1,5.25,0.366666666666667,165,778,184,2,5
3.375,12.3842188309136,12,95,95,1,38,755,1,3.375,0.366666666666667,348,755,366,2,4
4.625,11.5228757958234,12,77,77,2,45,672,1,4.625,0.133333333333333,355,655,366,2,3
5.75,11.2118203721863,8,77,77,1,49,796,1,5.75,0.166666666666667,235,796,244,2,4
6.375,12.6280670555895,12,78,78,1,43,730,1,6.375,0.0333333333333333,359,730,366,2,4
6.5,11.2252433925184,12,84,84,1,35,723,1,6.5,0.166666666666667,355,723,366,2,4
4.875,12.2452933586835,12,72,72,1,42,771,1,4.875,0.333333333333333,340,771,367,3,4
7.25,11.0348896640272,12,80,80,2,45,672,1,7.25,0.2,354,672,366,2,3
4.625,11.0974100210086,6,77,77,2,14,752,1,4.625,0.0666666666666667,178,752,184,2,1
4.75,12.1807548375459,12,75,75,2,33,801,1,4.75,0.333333333333333,349,787,366,2,2
4.875,11.1844213979982,12,90,90,1,32,797,1,4.875,0.1,356,797,366,2,4
6.125,11.9447078813958,6,53,53,2,13,743,1,6.125,0,179,684,184,2,1
4.125,12.498742259493,12,80,80,2,42,744,1,4.125,0.233333333333333,353,744,366,2,2
7.5,10.9681982895286,12,71,71,1,54,589,1,7.5,0.1,357,589,366,2,4
7,11.8493977015914,12,79,79,2,57,769,1,7,0.366666666666667,349,769,365,1,3
5.375,12.7188962719588,12,66,78,2,26,698,1,5.375,0.233333333333333,352,688,366,2,2
