"ORIG_RT","ORIG_AMT","ORIG_TRM","OLTV","OCLTV","NUM_BO","DTI","CSCORE_B","NUM_UNIT","LAST_RT","Loan.Age","Adj.Month.To.Mat","CSCORE_MN","loan_month","first_month","cluster"
5.375,12.2060726455302,12,80,90,2,33,658,1,5.375,0.266666666666667,352,658,366,2,2
3.85,12.6115377536383,12,50,50,1,49,804,1,3.85,0.1,357,804,366,2,5
5.75,11.870599909242,12,80,80,2,36,806,1,5.75,0.0333333333333333,359,806,366,2,3
6.5,11.5521461781235,6,87,87,1,18,650,1,6.5,0.3,170,650,184,2,1
6.5,11.9703503120091,12,70,70,1,53,638,1,6.5,0.266666666666667,352,638,366,2,4
6.375,13.5007998131246,12,71,71,2,41,772,1,6.375,0.0666666666666667,0,772,366,2,2
4.875,11.6262541502772,12,72,72,1,39,794,1,4.875,0.166666666666667,355,794,366,2,4
7.5,11.8775685785581,12,80,80,2,32,670,1,7.5,0.333333333333333,349,670,365,1,3
3.375,12.4211840251471,12,90,90,2,35,797,1,3.375,-0.0333333333333333,360,777,366,2,2
7.625,12.2548628096996,12,68,68,2,41,698,1,7.625,0.366666666666667,348,698,366,2,3
6.125,11.6082356447746,6,70,70,2,22,743,1,6.125,0.366666666666667,166,743,184,2,1
6.625,12.8346813049525,12,58,58,2,49,718,1,6.625,0.133333333333333,356,718,366,2,2
4.5,12.3013828253345,12,80,80,2,42,764,1,4.5,0.233333333333333,352,764,366,2,2
3.875,12.9408415007809,12,55,55,2,24,791,1,3.875,0.0333333333333333,359,791,366,2,2
5.75,11.9183905730784,12,80,90,1,46,697,1,5.75,0.1,357,697,366,2,4
4.875,12.9408415007809,12,79,79,2,61,721,1,4.875,0.366666666666667,349,721,366,2,2
3.875,11.5327280922664,10,53,53,1,19,791,1,3.875,0.266666666666667,291,791,305,2,5
6.25,12.2060726455302,12,70,70,1,37,793,1,6.25,0.0333333333333333,358,793,366,2,4
7.25,12.5245263766487,12,72,72,2,58,752,1,7.25,0.2,353,732,366,2,3
6.5,12.5245263766487,6,72,72,1,22,720,1,6.5,0.266666666666667,172,720,184,2,1
5.75,11.9511803959014,12,71,71,1,29,771,1,5.75,0.266666666666667,352,771,366,2,4
6.375,11.2252433925184,4,22,22,1,25,811,1,6.375,0.266666666666667,111,811,123,2,5
3.875,11.0348896640272,6,80,80,2,45,669,1,3.875,0.366666666666667,169,669,184,2,1
6.25,11.7440371859336,6,90,90,2,60,690,1,6.25,0.166666666666667,175,690,184,2,3
6,12.896716695872,12,80,80,1,39,582,1,6,0,360,582,366,2,4
4.5,13.186276703148,12,79,79,1,29,770,1,4.5,0.133333333333333,355,770,366,2,2
4.25,12.6115377536383,12,57,57,2,37,786,1,4.25,0,360,786,366,2,2
5.875,10.8967393255464,6,25,25,1,27,689,1,5.875,0.333333333333333,169,689,184,2,5
4.375,10.5713169251118,6,32,32,2,46,752,1,4.375,0.0666666666666667,178,752,184,2,5
4.875,11.9511803959014,12,80,80,2,25,759,1,4.875,0.333333333333333,349,749,366,2,2
6.75,10.2750511089686,12,90,90,2,47,698,1,6.75,0.0333333333333333,358,698,366,2,3
8.125,11.418614785499,12,80,80,2,56,789,1,8.125,0.2,353,782,366,2,3
4.25,11.1272629841582,6,80,80,1,28,764,1,4.25,0.366666666666667,169,764,184,2,1
4.875,12.9408415007809,12,58,58,1,29,790,1,4.875,0.166666666666667,355,790,367,3,2
5.875,11.5129254649702,6,28,28,2,17,743,1,5.875,0.333333333333333,166,743,185,3,5
6.125,11.8422292121128,6,54,54,2,26,639,1,6.125,0.366666666666667,0,639,184,2,1
5.875,11.7280368445872,12,71,71,1,32,677,1,5.875,0.266666666666667,352,677,367,3,4
4.25,11.5028751291167,12,70,70,1,10,801,1,4.25,0,359,801,366,2,4
5.875,12.3238556811866,12,80,80,2,41,696,1,5.875,0.2,354,696,366,2,3
3.25,12.9360337992128,6,76,76,2,20,757,1,3.25,0.366666666666667,169,757,184,2,1
6.625,11.6784399034478,8,44,44,2,17,654,1,6.625,0.266666666666667,232,654,245,2,5
4.375,11.7597855429018,6,74,74,2,54,685,1,4.375,0.366666666666667,166,685,184,2,1
5.375,12.3883942023241,12,80,80,2,29,721,1,5.375,0.2,354,698,366,2,2
5.75,12.4292161968444,12,28,28,2,23,782,1,5.75,0.133333333333333,355,696,366,2,5
7.125,11.7597855429018,12,90,90,1,21,759,1,7.125,0.133333333333333,0,759,366,2,4
4.509,13.1654228668648,12,51,51,2,21,809,1,4.509,0.0333333333333333,359,778,366,2,2
5.625,11.8981878657609,12,27,27,2,25,812,1,5.625,0.333333333333333,287,812,365,1,5
4.625,11.1124478983731,12,90,90,2,43,743,1,4.625,0.233333333333333,346,732,366,2,3
4.875,11.3850920934603,12,80,80,2,34,817,1,4.875,0,359,792,366,2,3
5.375,12.0725412529057,12,70,76,1,41,735,1,5.375,0.3,351,735,367,3,4
4.125,12.4292161968444,12,68,68,2,10,780,1,4.125,0.233333333333333,353,780,366,2,2
4.125,12.9408415007809,12,66,85,1,45,668,1,4.125,0.133333333333333,356,668,366,2,4
6.5,11.9183905730784,6,43,43,1,45,761,1,6.5,0.2,174,761,184,2,5
5.125,12.4292161968444,12,76,76,1,12,797,1,5.125,0.1,357,797,367,3,4
3.125,10.5186731916264,6,45,45,2,38,701,1,3.125,0.133333333333333,175,688,184,2,5
3.375,12.7068479334427,6,77,77,1,26,801,1,3.375,0.366666666666667,169,801,184,2,1
6,11.9891596439666,12,79,79,2,25,795,1,6,0.133333333333333,351,795,366,2,3
4.5,11.47210347045,8,83,83,1,21,795,1,4.5,0.0333333333333333,237,795,245,2,1
4.625,12.3758154201173,8,47,72,1,39,747,1,4.625,0.333333333333333,230,747,245,2,1
3.75,12.7218858108072,8,43,47,2,30,774,1,3.75,0.233333333333333,233,774,244,2,5
6.5,12.4684369099977,6,80,80,2,43,755,1,6.5,0.166666666666667,174,709,184,2,1
4.5,10.5966347330961,8,43,43,1,25,796,1,4.5,0.333333333333333,230,796,245,2,5
6.25,11.6952470217642,12,80,94,2,44,701,1,6.25,0.366666666666667,344,663,366,2,3
4.375,11.9640010843304,12,71,71,1,24,763,1,4.375,0.0333333333333333,358,763,366,2,4
3.875,12.2922503417712,12,95,95,1,30,800,1,3.875,0.333333333333333,350,800,366,2,4
5.875,12.2356314477717,12,50,50,2,32,668,1,5.875,0.0333333333333333,359,668,366,2,5
5.375,12.4874851049684,12,67,67,2,47,709,1,5.375,0.3,351,709,366,2,2
5.25,12.5172270741671,12,68,78,1,35,663,1,5.25,0.0333333333333333,358,663,366,2,4
6.75,12.3104326608544,12,80,80,2,26,733,1,6.75,0.1,357,730,366,2,3
5.875,11.2644641056717,6,74,74,1,56,655,1,5.875,0.166666666666667,175,655,185,3,1
3.5,11.1562505210315,4,59,59,1,24,819,1,3.5,-0.0333333333333333,120,819,124,3,1
4.25,12.9042073676012,12,44,44,1,31,788,1,4.25,0.333333333333333,350,788,366,2,5
6,12.9408415007809,12,64,64,2,45,801,1,6,0.233333333333333,77,801,366,2,2
4.875,13.0170028617465,12,49,49,2,40,747,1,4.875,0.333333333333333,349,710,366,2,2
8.125,11.8844890214027,6,72,72,2,32,667,1,8.125,0.0666666666666667,178,667,185,3,3
4.25,12.3715870840077,4,30,31,2,31,795,1,4.25,0.166666666666667,115,795,123,2,5
6.5,11.5898865061064,12,61,61,2,32,716,1,6.5,0.4,347,716,365,1,3
6.25,11.1272629841582,12,70,70,1,42,735,1,6.25,0.3,351,735,366,2,4
4.375,12.9214704350249,12,95,95,1,34,661,1,4.375,0.133333333333333,356,661,366,2,4
6,11.6952470217642,12,83,83,2,21,762,1,6,0.266666666666667,352,745,366,2,3
4,12.7656884334656,12,80,80,2,40,709,1,4,0.1,356,709,366,2,2
5.5,11.1124478983731,6,50,50,2,26,798,1,5.5,0.333333333333333,168,798,184,2,5
3.875,12.4799093111599,12,66,66,2,30,766,1,3.875,0.3,348,766,366,2,2
8.5,11.2644641056717,12,80,80,2,42,725,1,8.5,0.433333333333333,300,725,366,2,3
3.99,12.3883942023241,12,74,74,1,42,750,1,3.99,0.3,351,750,367,3,4
3.5,12.9408415007809,8,70,70,1,17,806,1,3.5,0.2,0,806,245,2,1
5.875,11.4295438560312,6,80,80,2,18,790,1,5.875,0.1,177,790,184,2,1
7,12.273731294004,12,82,82,2,35,688,1,7,0.333333333333333,347,688,365,1,3
7.625,12.3883942023241,12,80,80,2,31,688,1,7.625,0.333333333333333,350,688,366,2,3
6.375,12.3883942023241,12,80,80,2,32,715,1,6.375,0.4,348,715,366,2,3
7,11.3850920934603,12,80,80,1,17,684,1,7,0.3,351,684,366,2,4
5.75,11.3736633976367,6,63,63,2,24,794,1,5.75,0.366666666666667,169,785,184,2,1
6.25,12.3800259526536,12,70,70,2,53,764,2,6.25,0.2,354,746,366,2,3
4.25,12.0610468734799,12,95,95,1,43,730,1,4.25,0.133333333333333,356,730,366,2,4
6.5,12.5602444592508,12,67,67,2,26,753,1,6.5,0.133333333333333,356,724,366,2,2
6.625,11.9640010843304,12,79,79,1,48,704,2,6.625,0.366666666666667,348,704,366,2,4
5.75,11.5711943730942,12,75,75,1,21,782,1,5.75,0.266666666666667,352,782,366,2,4
6.625,11.7360690162844,12,70,70,1,33,759,1,6.625,0.266666666666667,352,759,366,2,4
6.5,11.5129254649702,12,80,80,2,52,709,1,6.5,0.4,0,709,366,2,3
5.375,12.0137007528827,12,75,75,2,22,809,1,5.375,0.3,351,809,366,2,2
8.375,11.6952470217642,12,71,71,2,45,793,1,8.375,0.133333333333333,353,793,366,2,3
5,12.1441972418121,12,75,75,1,32,768,1,5,0.2,353,768,366,2,4
4.5,11.1418617835794,12,60,60,1,39,665,1,4.5,0.4,340,665,365,1,4
3.2,12.3544926506484,6,80,80,2,42,723,1,3.2,0.233333333333333,172,696,184,2,1
3.31,11.7519423654407,6,72,72,2,26,808,1,3.31,0,180,805,184,2,1
3.375,12.9408415007809,12,61,61,2,32,763,1,3.375,0.366666666666667,349,763,366,2,2
4.55,11.7829526021833,12,80,80,1,42,725,1,4.55,0.266666666666667,352,725,366,2,4
2.75,11.7981044072039,6,70,70,1,33,802,1,2.75,0.1,176,802,184,2,1
6.125,11.289781913656,8,24,24,1,17,791,1,6.125,0.233333333333333,233,791,244,2,5
6.25,11.0821425488778,6,75,75,2,21,632,1,6.25,0.333333333333333,171,632,184,2,1
8.625,12.4411447677097,12,32,32,2,29,723,1,8.625,0.3,350,723,366,2,5
7.625,12.4411447677097,12,64,64,1,48,579,1,7.625,0,360,579,366,2,4
5.25,12.1007121298723,12,73,73,2,25,764,1,5.25,0.1,356,764,366,2,2
6,11.6526874073454,12,80,80,2,19,727,1,6,0.266666666666667,354,727,366,2,3
5.75,11.3504065354725,12,43,43,2,20,794,1,5.75,0,359,794,366,2,5
4.875,11.8204101647182,10,49,49,1,32,806,1,4.875,0.2,289,806,305,2,5
6.25,11.2252433925184,12,79,79,1,33,650,1,6.25,0.0333333333333333,358,650,366,2,4
4.125,12.9408415007809,12,73,73,2,34,756,1,4.125,0.4,347,746,366,2,2
3.75,11.5129254649702,6,80,80,2,31,700,1,3.75,0.166666666666667,175,700,184,2,1
4.25,10.9508065468167,12,70,70,1,40,745,1,4.25,0.366666666666667,349,745,366,2,4
6.25,12.614865543731,12,68,68,1,38,718,1,6.25,0.1,0,718,367,3,4
4.99,12.2010601037066,12,75,75,1,37,717,1,4.99,0.266666666666667,351,717,366,2,4
5.625,12.2060726455302,12,75,75,1,26,790,1,5.625,0.2,353,790,366,2,4
3.375,11.8565151693603,6,80,80,1,20,768,1,3.375,0.366666666666667,169,768,184,2,1
4.125,12.3587937325478,12,75,75,2,21,808,1,4.125,0.2,354,808,366,2,2
4.875,11.5028751291167,12,58,71,1,30,751,1,4.875,0.1,357,751,366,2,4
5.75,11.8204101647182,12,80,80,1,23,807,1,5.75,0.3,0,807,367,3,4
6.375,13.4444468765734,12,40,40,2,37,787,1,6.375,0.0666666666666667,358,782,366,2,5
3.5,13.0035798414144,12,51,51,1,17,803,1,3.5,0.333333333333333,350,803,366,2,2
6.5,12.5061772379805,12,90,90,2,40,759,1,6.5,0.266666666666667,352,707,366,2,3
6.375,11.6613454700885,12,80,95,2,27,727,1,6.375,0.366666666666667,348,727,366,2,3
7.875,12.0610468734799,6,82,82,2,40,791,1,7.875,0.366666666666667,169,780,184,2,3
6.25,11.4295438560312,12,77,77,2,34,672,1,6.25,0.2,354,669,366,2,3
4.25,12.4950039373824,12,80,90,1,30,783,1,4.25,0.1,357,783,366,2,4
4.75,12.7656884334656,12,80,80,2,44,661,1,4.75,0.366666666666667,349,661,366,2,2
3.725,13.1881511179423,12,64,64,2,25,796,1,3.725,0.233333333333333,353,790,366,2,2
4.5,11.4295438560312,12,80,80,2,22,702,1,4.5,0.0666666666666667,357,702,366,2,3
4.25,11.2252433925184,12,30,30,2,35,812,1,4.25,0.0666666666666667,358,799,366,2,5
4.625,12.4645833406817,12,95,95,1,20,790,1,4.625,0.166666666666667,355,790,366,2,4
6.875,12.4252081754468,11.5666666666667,92,92,2,30,781,1,6.875,0.0333333333333333,345,623,353,2,3
3.99,11.289781913656,12,50,50,1,31,754,1,3.99,0.4,285,754,366,2,5
4.875,12.9384405392434,12,85,85,1,38,760,1,4.875,0.2,353,760,366,2,4
6,12.7158977689626,12,74,85,2,52,632,1,6,0.133333333333333,356,632,366,2,2
6.625,12.2307652581205,12,68,68,1,30,561,1,6.625,0.233333333333333,353,561,366,2,4
5.875,12.1858699382127,12,72,72,2,47,785,1,5.875,0.233333333333333,352,778,366,2,3
4.875,12.3673407931263,12,68,68,2,34,804,1,4.875,0.233333333333333,344,804,367,3,2
8.375,12.0552497557956,12,80,80,2,47,662,1,8.375,0.0333333333333333,0,662,366,2,3
3.875,12.4912515877638,12,90,90,2,37,714,1,3.875,0.133333333333333,356,690,366,2,2
6.75,11.1124478983731,6,95,95,1,37,641,1,6.75,0.333333333333333,170,641,184,2,4
4.375,12.8479265317026,12,80,80,2,29,750,1,4.375,0.0666666666666667,358,750,366,2,2
6.375,11.289781913656,12,76,76,1,38,640,1,6.375,0.366666666666667,349,640,366,2,4
5.5,10.9331069697173,6,68,68,1,43,813,1,5.5,0.2,164,813,184,2,1
3.61,11.9183905730784,6,95,95,2,29,785,1,3.61,0.0333333333333333,178,781,184,2,1
6.5,11.2644641056717,12,45,45,1,22,777,1,6.5,0.1,357,777,366,2,5
6.5,11.2644641056717,12,80,80,1,26,730,1,6.5,0.5,345,730,366,2,4
5.625,12.2643415536542,12,41,41,1,25,763,1,5.625,0.233333333333333,351,763,366,2,5
7.875,11.8775685785581,12,90,90,1,18,706,1,7.875,0,360,706,366,2,4
6.75,12.0257490913989,12,90,90,1,42,645,1,6.75,0.333333333333333,350,645,366,2,4
4.99,12.6378550619557,12,75,75,1,21,794,1,4.99,0.0333333333333333,359,794,366,2,4
5.625,11.6082356447746,6,77,77,2,24,640,1,5.625,0.2,174,640,184,2,1
5.7,11.6952470217642,6,78,88,2,30,777,1,5.7,0.0333333333333333,179,747,184,2,1
6,11.4075649493124,12,80,80,1,33,809,1,6,0.0666666666666667,357,809,366,2,4
8.5,11.5991031612113,12,79,79,1,38,686,1,8.5,0.1,356,686,366,2,4
3,13.3455069287185,6,44,44,2,26,808,1,3,0.266666666666667,160,800,184,2,1
6.875,11.982929094216,12,48,48,2,26,765,1,6.875,0.366666666666667,348,765,366,2,5
6.375,11.9183905730784,12,64,64,2,29,776,1,6.375,0.366666666666667,335,765,366,2,3
5.75,12.6378550619557,12,80,80,1,47,749,1,5.75,0.266666666666667,352,749,366,2,4
4.375,11.2772031314492,12,95,95,2,22,708,1,4.375,0.1,357,705,366,2,3
5.875,11.5129254649702,6,66,66,2,26,650,1,5.875,0.233333333333333,172,650,184,2,1
3.125,12.2452933586835,6,48,48,2,27,787,1,3.125,0.133333333333333,175,780,184,2,1
7.625,11.0666383623418,6,73,73,1,38,569,1,7.625,0.233333333333333,173,569,184,2,1
4.875,11.8130300574206,6,43,43,2,27,783,1,4.875,0.366666666666667,169,783,184,2,5
8.5,10.4631033404715,12,59,59,1,58,772,1,8.5,0.233333333333333,353,772,366,2,4
2.75,10.5966347330961,4,21,29,1,31,806,1,2.75,0.133333333333333,115,806,123,2,5
3,11.3850920934603,6,80,80,1,41,756,1,3,0.366666666666667,169,756,184,2,1
5.625,12.6014874177848,12,80,95,1,42,757,1,5.625,0.433333333333333,347,757,366,2,4
6.375,12.5567295171433,12,74,74,1,38,629,1,6.375,0.366666666666667,347,629,366,2,4
5.375,11.8130300574206,6,51,51,1,46,683,1,5.375,0.266666666666667,134,683,184,2,5
2.875,12.2548628096996,6,65,65,1,22,793,1,2.875,0.2,173,793,184,2,1
6.875,11.2252433925184,12,84,84,1,55,678,1,6.875,0.233333333333333,352,678,366,2,4
3.75,12.0782392740203,12,75,75,1,2,798,1,3.75,0,360,798,366,2,4
6.5,11.982929094216,12,67,67,2,42,683,1,6.5,0.1,357,683,366,2,3
3.375,12.8942072842666,8,72,72,2,30,776,1,3.375,0.0666666666666667,238,776,244,2,2
4.625,11.7280368445872,12,85,85,2,23,695,1,4.625,0.3,350,638,366,2,2
6.625,11.9183905730784,12,56,56,2,29,719,1,6.625,0.166666666666667,355,719,366,2,3
6.625,12.3544926506484,12,80,80,2,45,737,1,6.625,0.266666666666667,352,737,366,2,3
5.875,12.4371843664936,12,67,67,2,45,632,1,5.875,0.233333333333333,353,632,366,2,2
3.99,12.3544926506484,6.8,71,71,1,35,798,1,3.99,0.0333333333333333,202,798,208,2,1
3.375,12.3013828253345,12,72,72,2,26,720,1,3.375,0.0333333333333333,359,720,366,2,2
5.875,12.6760762747759,12,80,80,2,31,718,1,5.875,0.266666666666667,352,718,366,2,2
6.25,12.5425448821514,12,80,90,2,32,739,1,6.25,0.166666666666667,355,739,366,2,3
3.75,12.9408415007809,12,65,65,1,12,764,1,3.75,0.3,350,764,366,2,2
5.875,11.6868787720937,10,80,80,2,50,725,1,5.875,0.3,290,711,305,2,3
6.375,12.614865543731,12,71,71,2,15,747,1,6.375,0.133333333333333,355,747,366,2,2
6.5,11.7280368445872,12,80,80,1,54,750,1,6.5,0.133333333333333,355,750,366,2,4
4.25,12.0782392740203,10,73,73,2,45,723,1,4.25,0.133333333333333,295,723,304,1,2
4.5,12.2500895309469,8,88,88,2,26,736,1,4.5,0,240,736,244,2,2
5,11.3022044336546,6,52,52,1,56,789,1,5,0.2,162,789,184,2,5
3.625,12.2830336866663,12,80,80,1,14,776,1,3.625,0.0666666666666667,358,776,366,2,4
6.25,12.2060726455302,6,43,43,2,24,798,1,6.25,0.266666666666667,170,798,184,2,5
4.382,11.0020998412042,12,75,75,2,41,776,1,4.382,0.0333333333333333,359,770,366,2,3
3.5,11.7199396343546,6,85,85,1,39,662,1,3.5,0.166666666666667,175,662,184,2,1
4.5,11.418614785499,12,95,95,1,40,749,1,4.5,0.133333333333333,355,749,366,2,4
5.75,11.4075649493124,12,67,67,2,51,669,1,5.75,0.333333333333333,0,623,366,2,3
4.625,12.2643415536542,6,90,90,1,21,762,1,4.625,0.3,171,762,184,2,1
7,11.6784399034478,12,80,80,2,40,784,1,7,0.266666666666667,351,741,366,2,3
5,12.3013828253345,12,85,85,2,31,789,1,5,0.333333333333333,350,779,366,2,2
4.5,11.7597855429018,12,47,47,2,30,667,1,4.5,0.233333333333333,347,667,366,2,5
3.75,12.563747089802,8,60,60,2,22,763,1,3.75,0.266666666666667,232,763,245,2,1
3.875,11.870599909242,6,85,85,2,45,706,1,3.875,0.133333333333333,176,706,184,2,1
8.375,12.2548628096996,12,80,80,2,32,744,1,8.375,0.166666666666667,355,718,367,3,3
3.375,12.0257490913989,12,90,90,1,35,785,1,3.375,0.3,351,785,366,2,4
4.5,12.0137007528827,12,85,85,2,44,772,1,4.5,0.166666666666667,354,747,367,3,2
6,11.3504065354725,12,53,53,2,16,705,1,6,0.366666666666667,348,705,366,2,5
4.375,12.9408415007809,12,67,90,1,40,716,1,4.375,0.0666666666666667,358,716,366,2,4
3.75,11.9117015849276,6,77,77,2,35,758,1,3.75,0.133333333333333,167,758,185,3,1
5.2,11.6868787720937,6,79,79,2,27,674,1,5.2,0.0333333333333333,179,674,184,2,1
5.875,12.2307652581205,12,46,51,1,35,791,1,5.875,0.366666666666667,348,791,366,2,5
4.875,12.1547793511426,12,80,80,2,28,717,1,4.875,0.366666666666667,349,717,366,2,2
4.25,12.0197430673387,12,80,80,2,19,792,1,4.25,0.133333333333333,355,776,366,2,2
5.875,12.1441972418121,12,80,80,2,50,771,1,5.875,0,360,736,366,2,3
4.375,12.9408415007809,12,71,71,1,26,793,1,4.375,0.166666666666667,353,793,366,2,2
6.125,12.1388638958367,8,72,72,1,42,756,1,6.125,0.133333333333333,236,756,245,2,4
6,11.2644641056717,8,65,65,1,35,721,1,6,0.0333333333333333,239,721,245,2,1
3.5,12.8764628389675,6,53,53,2,18,800,1,3.5,0.166666666666667,173,800,183,1,1
6.25,11.8913619006905,6,49,49,1,56,787,1,6.25,0.0666666666666667,178,787,185,3,5
4.125,13.1577305212416,12,72,72,1,44,707,1,4.125,0.133333333333333,356,707,366,2,2
6.875,12.0257490913989,12,42,42,2,38,780,1,6.875,0.166666666666667,355,768,366,2,5
7.125,11.3265958867787,12,56,56,1,42,673,1,7.125,0.0666666666666667,358,673,366,2,4
6.5,12.3587937325478,12,61,61,2,35,704,1,6.5,0.0333333333333333,359,704,366,2,3
6.25,11.9576112862317,12,80,80,2,24,763,1,6.25,0.1,357,763,366,2,3
5.75,12.5672374947418,12,79,79,2,44,757,1,5.75,0.333333333333333,0,757,366,2,2
5.75,11.8277362048103,12,83,83,2,22,679,1,5.75,0.266666666666667,352,679,366,2,3
7.5,11.6439537273766,12,90,90,2,38,769,1,7.5,0.1,354,769,366,2,3
3.99,11.9953516142145,8,95,95,1,30,769,1,3.99,0.1,237,769,245,2,4
3.345,12.6760762747759,12,23,29,2,34,796,1,3.345,0.3,351,796,367,3,5
4.75,12.3458345879053,12,80,80,1,59,731,1,4.75,0.366666666666667,349,731,366,2,4
5.75,12.2060726455302,6,80,80,2,25,765,1,5.75,0.266666666666667,172,754,184,2,1
5.625,12.2404740722475,12,52,52,2,45,795,1,5.625,0.333333333333333,350,795,365,1,5
3.875,11.3504065354725,6,40,40,1,43,808,1,3.875,0.0333333333333333,179,808,184,2,5
3.75,12.3104326608544,12,73,73,1,42,800,1,3.75,0.366666666666667,348,800,366,2,4
7.375,11.1562505210315,12,80,80,2,31,740,1,7.375,0.2,354,677,366,2,3
4.125,11.7117763237154,12,80,80,1,24,755,1,4.125,0.266666666666667,352,755,366,2,4
4.375,12.2548628096996,6,58,58,2,26,773,1,4.375,0.266666666666667,168,773,184,2,1
3.5,11.6613454700885,12,90,90,2,39,747,1,3.5,0,359,723,366,2,2
5.5,12.2830336866663,12,68,68,1,53,682,1,5.5,0.4,346,682,366,2,4
5.625,12.4090134895269,12,80,95,1,15,791,1,5.625,0.366666666666667,349,791,366,2,4
4.875,11.3850920934603,12,95,95,1,18,791,1,4.875,0.233333333333333,353,791,366,2,4
3.25,12.3013828253345,4,73,73,2,44,723,1,3.25,0.233333333333333,113,705,123,2,1
6.5,12.8076526325646,12,95,95,1,57,701,1,6.5,0.3,350,701,365,1,4
5.5,11.6952470217642,6,45,45,2,10,763,1,5.5,0.0666666666666667,178,763,185,3,5
4.5,12.2060726455302,12,74,74,1,26,774,1,4.5,0.266666666666667,351,774,366,2,4
2.75,12.7656884334656,6,35,35,2,25,809,1,2.75,0.2,137,809,184,2,5
5.875,12.9336212528075,12,56,56,1,34,768,1,5.875,0.0333333333333333,358,768,366,2,4
5.75,12.4760997827432,12,77,77,1,32,716,1,5.75,0.2,351,716,366,2,4
6.5,11.289781913656,6,49,49,2,52,679,1,6.5,0.333333333333333,167,679,184,2,5
4.375,10.7363966754712,6,71,71,2,20,770,1,4.375,0.233333333333333,172,770,184,2,1
4.875,11.1272629841582,6,80,80,1,41,727,1,4.875,0.2,174,727,184,2,1
4.25,12.6410965558799,12,95,95,1,31,728,1,4.25,0.1,357,728,366,2,4
5.875,12.5281561446993,12,80,95,2,37,753,1,5.875,0.166666666666667,354,753,366,2,2
4.625,12.2876526325226,8,70,70,2,38,793,1,4.625,0.333333333333333,230,793,245,2,1
3.625,12.4371843664936,12,59,59,1,36,755,1,3.625,0.133333333333333,351,755,366,2,4
3.375,12.5317727851695,12,73,73,2,36,731,1,3.375,0.0333333333333333,359,731,366,2,2
7,11.6082356447746,12,73,73,2,18,676,1,7,0.3,351,676,366,2,3
7.25,11.1272629841582,12,83,83,1,36,674,1,7.25,0.366666666666667,348,674,366,2,4
4.25,12.9408415007809,12,75,75,1,44,755,1,4.25,0,360,755,366,2,4
8.5,11.8775685785581,12,80,80,1,46,750,1,8.5,0.2,351,750,366,2,4
6.125,12.0610468734799,12,75,75,1,20,688,1,6.125,0.366666666666667,349,688,366,2,4
6,11.289781913656,12,52,52,2,12,735,1,6,0.233333333333333,348,735,366,2,5
4.75,11.9511803959014,12,78,78,2,44,694,1,4.75,0.366666666666667,348,661,366,2,2
4.5,11.8493977015914,12,69,69,2,25,810,1,4.5,0.1,357,810,366,2,2
3.375,12.1441972418121,6,80,80,2,28,696,1,3.375,0.2,172,696,184,2,1
6.75,11.7280368445872,8,42,42,1,34,781,1,6.75,0.1,237,781,245,2,5
5.625,11.8350089641393,12,80,80,1,58,750,1,5.625,0.333333333333333,348,750,366,2,4
4.75,10.7579028806922,12,75,75,1,36,674,1,4.75,0.266666666666667,352,674,366,2,4
4.125,10.8197782844103,12,42,42,2,45,798,1,4.125,-0.0333333333333333,360,790,366,2,5
3.375,12.3013828253345,12,63,63,2,31,813,1,3.375,0.1,355,813,366,2,2
6.25,13.5007998131246,12,79,79,1,32,789,1,6.25,0.166666666666667,355,789,366,2,4
5.875,11.7360690162844,12,75,75,1,18,751,1,5.875,0.0666666666666667,358,751,366,2,4
6.75,12.2452933586835,12,73,73,2,64,684,1,6.75,0.133333333333333,356,684,366,2,3
3.875,11.0666383623418,4,52,52,1,24,805,1,3.875,0.1,117,805,123,2,1
4.875,12.3013828253345,12,73,73,1,22,762,1,4.875,0.3,351,762,366,2,4
5.5,11.2772031314492,6,41,41,2,42,686,1,5.5,0.266666666666667,172,686,185,3,5
3.875,12.5602444592508,12,73,73,2,40,794,1,3.875,0,360,776,366,2,2
6.875,11.8422292121128,12,75,75,1,38,675,1,6.875,0.166666666666667,355,675,366,2,4
5.75,11.6082356447746,6,76,76,2,37,765,1,5.75,0.0333333333333333,179,765,184,2,1
3.875,12.083905011556,12,71,71,2,28,735,1,3.875,0.2,354,735,366,2,2
7.125,11.6439537273766,12,74,74,2,26,744,1,7.125,0.3,348,744,366,2,3
5.75,12.0137007528827,12,55,55,1,27,644,1,5.75,0.3,351,644,366,2,5
3.125,11.9183905730784,6,62,62,1,33,793,2,3.125,0,179,793,184,2,1
5.625,12.5707157591181,12,78,78,2,38,787,1,5.625,0.266666666666667,352,787,366,2,2
5.25,11.5129254649702,6,56,56,2,57,684,1,5.25,0.0666666666666667,178,684,184,2,1
4.375,12.6946526603488,4,23,42,2,45,802,1,4.375,0.0333333333333333,119,802,123,2,5
5.875,12.3800259526536,12,75,75,2,49,741,1,5.875,0.366666666666667,349,741,366,2,2
3.875,12.4684369099977,12,80,80,2,40,796,1,3.875,0.266666666666667,348,796,366,2,2
4.25,12.4645833406817,8,78,78,2,29,780,1,4.25,0.0333333333333333,239,777,245,2,2
6.625,12.2876526325226,12,85,85,1,38,760,1,6.625,0.1,355,760,366,2,4
7.625,11.6784399034478,6,80,80,1,20,624,1,7.625,0.366666666666667,169,624,184,2,1
